trait_order,cell_type_order,trait,trait_label,cell_type,cell_type_label,cell_type_total_cells,marginal_cell_type_proportion,marginal_passes_heatmap_inclusion,conditional_cell_type_proportion,conditional_proportion_displayed,conditional_passes_heatmap_inclusion,independent_signals_passing_heatmap_inclusion,independent_signal_annotation_displayed,marginal_threshold,conditional_threshold,marginal_inclusion_rule,conditional_inclusion_rule
9,11,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),TM ER-stress 40h,TM ER-stress 40h,91,0.01098901098901099,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,12,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),nTreg 40h,nTreg 40h,79,0.43037974683544306,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,13,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),nTreg 16h,nTreg 16h,79,0.9367088607594937,True,0.012658227848101266,0.0,False,1,,0.05,0.05,> 0.05,> 0.05
9,14,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),TEM HLA+ 40h,TEM HLA+ 40h,56,0.3392857142857143,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,15,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),TEMRA 16h,TEMRA 16h,48,0.22916666666666666,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,16,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),TEMRA 40h,TEMRA 40h,44,0.13636363636363635,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,17,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),TN2 40h,TN2 40h,27,0.25925925925925924,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,18,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),TN IFN 16h,TN IFN 16h,25,0.88,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
9,19,UKB_460K.disease_RESPIRATORY_ENT,Respiratory / ENT Disease (RESP-ENT),HSP 16h,HSP 16h,25,1.0,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,1,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN 40h,TN 40h,986,0.02028397565922921,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,2,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN 16h,TN 16h,803,0.009962640099626401,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,3,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TCM 16h,TCM 16h,591,0.18274111675126903,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,4,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TCM 40h,TCM 40h,336,0.07142857142857142,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,5,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TEM 16h,TEM 16h,283,0.6713780918727915,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,6,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TEM 40h,TEM 40h,270,0.35185185185185186,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,7,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN IFN 40h,TN IFN 40h,195,0.005128205128205128,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,8,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TEM LA,TEM LA,186,0.005376344086021506,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,9,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN cycling 40h,TN cycling 40h,130,0.0,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,10,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN NFKB,TN NFKB,106,0.02830188679245283,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,11,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TM ER-stress 40h,TM ER-stress 40h,91,0.01098901098901099,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,12,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),nTreg 40h,nTreg 40h,79,0.6708860759493671,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,13,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),nTreg 16h,nTreg 16h,79,0.6329113924050633,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,14,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TEM HLA+ 40h,TEM HLA+ 40h,56,0.26785714285714285,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,15,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TEMRA 16h,TEMRA 16h,48,0.14583333333333334,True,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,16,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TEMRA 40h,TEMRA 40h,44,0.0,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,17,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN2 40h,TN2 40h,27,0.0,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,18,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),TN IFN 16h,TN IFN 16h,25,0.0,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
10,19,UKB_460K.disease_HYPOTHYROIDISM_SELF_REP,Hypothyroidism (HYPO),HSP 16h,HSP 16h,25,0.0,False,0.0,0.0,False,,,0.05,0.05,> 0.05,> 0.05
